,dob,company_id,last_active,score,member_since,state,first_name,last_name,col_year
9404,1993/03/29,5,2018/07/14,74,1981,UT,Michele,Zhang,1993
9405,1992/01/25,12,2018/09/19,31,1982,MI,Kimberly,Levy,1992
9408,1989/07/23,5,2018/03/12,89,1976,NH,Kelsey,Durham,1989
9415,1976/12/29,6,2018/12/15,31,1974,IN,Tabitha,King,1976
9421,1986/06/04,15,2018/11/28,68,1985,NJ,Robert,Cooper,1986
9423,1990/04/17,13,2018/09/08,44,1987,NV,Amanda,Estrada,1990
9430,1992/11/19,20,2018/04/29,57,1986,NC,Brett,Moss,1992
9431,1978/05/28,14,2018/07/01,89,1974,NV,Patrick,Mcpherson,1978
9432,1988/07/17,9,2018/11/07,71,1974,NV,Raymond,Wang,1988
9433,1997/11/04,2,2018/12/07,83,1974,MS,Carrie,Harris,1997
9436,1993/08/02,4,2018/04/18,56,1976,HI,Suzanne,Johnson,1993
9448,1990/03/21,12,2018/08/09,73,1983,UT,Carol,Smith,1990
9450,1983/09/20,6,2018/10/01,61,1977,CT,Kevin,Ross,1983
9452,1973/12/03,6,2018/01/21,36,1972,VT,Maureen,Watkins,1973
9460,1984/02/02,4,2018/10/22,83,1978,GA,James,Klein,1984
9462,1997/12/16,17,2018/12/17,43,1971,WI,Amber,Perry,1997
9468,1987/05/20,17,2018/03/06,68,1970,VT,Maurice,Santana,1987
9474,1987/12/31,5,2018/08/10,60,1978,AR,Timothy,Williams,1987
9476,1982/11/22,2,2018/03/11,89,1978,WV,Ashley,Hoffman,1982
9479,1982/01/16,4,2018/05/25,54,1970,VT,Kim,Brown,1982
9481,1974/12/14,18,2018/05/08,37,1973,IL,Michael,Castro,1974
9482,1976/11/07,13,2018/12/17,48,1972,OR,Jeffery,Sanders,1976
9483,1983/02/07,10,2018/08/29,52,1974,ND,Kenneth,Salazar,1983
9489,1987/07/25,13,2019/01/04,96,1975,UT,Keith,Crosby,1987
9492,1978/10/22,0,2018/03/24,34,1975,AL,Travis,Rhodes,1978
9495,1999/01/07,2,2018/05/15,75,1998,LA,Cassandra,Valdez,1999
9500,1998/05/14,15,2018/11/21,93,1997,AR,Dana,Hill,1998
9501,1995/01/13,14,2018/01/20,58,1983,OH,Matthew,Wilson,1995
9511,1998/05/24,1,2018/01/19,82,1981,SD,Shelly,Clay,1998
9515,1990/09/28,5,2018/03/15,37,1983,SD,Kaitlyn,Moore,1990
9517,1998/08/13,5,2018/06/30,51,1976,IL,Jason,Thompson,1998
9518,1995/08/25,8,2018/08/30,92,1985,CO,Amanda,Tucker,1995
9525,1985/06/16,19,2018/03/24,35,1970,HI,Mary,Munoz,1985
9527,1982/02/16,12,2018/08/19,53,1977,IN,Julia,Hughes,1982
9548,1990/06/29,1,2018/02/22,41,1981,OR,Jake,Wong,1990
9562,1995/08/15,13,2018/09/18,73,1990,MT,Michael,Harrell,1995
9568,1989/12/24,10,2018/07/04,35,1979,MA,Jamie,Gaines,1989
9570,1994/03/26,8,2018/09/24,37,1973,CA,Thomas,Liu,1994
9578,1998/01/30,5,2018/01/20,74,1987,IA,Jason,Arnold,1998
9584,1978/05/09,19,2018/04/12,96,1972,AK,Katie,Walls,1978
9585,1985/11/09,9,2018/01/30,97,1984,AL,Deborah,Palmer,1985
9588,1998/07/17,19,2018/04/09,85,1997,WY,Michael,Wilcox,1998
9589,1995/03/01,17,2018/10/21,65,1973,NC,Maria,Stewart,1995
9599,1989/11/12,20,2018/03/29,51,1985,WV,Sabrina,Clark,1989
9601,1982/12/24,13,2018/10/10,49,1977,FL,Laura,Fox,1982
9609,1988/02/25,8,2018/07/31,84,1984,CT,Paul,Crawford,1988
9614,1992/07/27,7,2018/07/23,46,1988,IA,Joshua,Santos,1992
9624,1977/04/27,20,2018/12/10,97,1975,DE,Jennifer,Wyatt,1977
9625,1996/04/04,7,2018/09/01,64,1987,RI,Lynn,Hanson,1996
9635,1982/04/07,20,2018/06/14,54,1973,MA,Tony,Ware,1982
9637,1990/05/30,2,2018/05/12,35,1981,SD,Haley,Medina,1990
9639,1996/06/17,12,2018/04/20,38,1970,NM,Heather,Leon,1996
9642,1985/05/25,13,2018/03/25,32,1980,RI,Michael,Williams,1985
9654,1981/08/02,13,2018/08/12,95,1980,KY,Gary,Roberts,1981
9656,1986/01/28,5,2018/12/26,80,1974,ID,Steven,Anderson,1986
9658,1997/03/23,19,2018/10/12,67,1994,KS,Dana,Ramos,1997
9662,1991/06/12,2,2018/12/21,35,1972,SC,Timothy,Mitchell,1991
9667,1983/08/11,1,2018/01/20,78,1979,AZ,Andrea,Wyatt,1983
9670,1988/08/11,9,2018/06/12,73,1973,NH,Douglas,Herrera,1988
9679,1995/05/28,20,2018/03/21,70,1984,DE,John,Cooper,1995
9682,1980/07/01,1,2018/03/01,47,1970,WA,Mark,Long,1980
9684,1988/03/16,8,2018/11/19,73,1982,VT,Ricky,Hill,1988
9688,1989/07/31,18,2018/02/02,91,1980,MT,Kristin,Harmon,1989
9692,1978/12/20,20,2018/06/13,51,1977,MD,Jonathan,Ramirez,1978
9693,1992/02/03,9,2018/05/10,69,1981,LA,Charles,Allen,1992
9699,1998/06/06,4,2018/03/04,97,1984,MT,Wayne,Mcclain,1998
9704,1987/09/16,4,2018/05/17,52,1973,CA,Hannah,Matthews,1987
9707,1986/01/05,15,2018/07/08,98,1972,ME,Jennifer,Shaw,1986
9708,1994/11/23,0,2018/08/14,94,1989,CO,April,Hunt,1994
9710,1989/07/14,13,2018/08/30,36,1985,MI,Sheila,Clark,1989
9717,1985/05/27,6,2018/04/08,67,1979,OR,John,Peck,1985
9723,1983/12/29,5,2018/03/16,96,1976,MD,Amy,Wilson,1983
9724,1981/10/25,15,2018/08/02,31,1976,DC,Rachel,Mercer,1981
9726,1982/12/22,1,2018/11/03,97,1971,TN,Jennifer,Sanchez,1982
9729,1994/09/25,6,2018/03/09,72,1976,OH,Jill,Adams,1994
9732,1983/10/31,4,2018/08/21,44,1974,CA,April,Strickland,1983
9735,1994/11/15,7,2018/12/14,43,1973,ND,Darryl,Nichols,1994
9743,1995/12/12,18,2018/05/01,39,1980,MT,Amber,Mckee,1995
9745,1980/08/22,0,2018/01/26,42,1977,TX,William,Robbins,1980
9750,1986/03/15,17,2018/11/13,99,1973,NH,Jonathan,Nelson,1986
9756,1994/02/01,14,2018/10/26,55,1993,MT,Heidi,Russell,1994
9762,1998/11/11,15,2018/11/10,68,1992,OH,Brittany,Sanchez,1998
9767,1982/10/09,7,2018/07/03,44,1973,MN,Audrey,Gonzalez,1982
9772,1985/11/28,11,2018/07/22,78,1984,CA,Matthew,Woodward,1985
9776,1993/02/04,20,2018/02/09,54,1987,MI,Tiffany,Graham,1993
9782,1986/12/10,18,2018/11/26,33,1974,MS,Reginald,Wells,1986
9784,1996/04/11,2,2018/10/14,42,1970,VA,Christopher,Murphy,1996
9788,1989/05/06,5,2018/11/10,90,1986,VA,Joshua,Gill,1989
9794,1991/06/01,2,2018/06/21,86,1971,NV,Rebekah,Marshall,1991
9799,1993/09/18,0,2018/05/29,73,1973,MD,Robert,Anderson,1993
9802,1997/06/01,10,2018/10/12,92,1996,TN,Rachel,Keith,1997
9804,1989/05/16,0,2018/11/14,68,1970,FL,Ian,Barr,1989
9808,1987/02/18,14,2018/04/09,75,1972,WV,Paul,Keith,1987
9817,1995/06/13,5,2018/05/04,96,1990,WI,Michael,Lee,1995
9818,1972/08/05,8,2018/09/21,30,1970,NH,Tina,Vaughan,1972
9820,1990/01/29,18,2018/09/12,44,1974,MA,Michelle,Davis,1990
9830,1976/12/03,17,2018/01/11,42,1971,OH,Scott,Burke,1976
9835,1994/06/18,20,2018/12/13,35,1973,NV,Ryan,Spencer,1994
9838,1986/07/07,12,2018/02/05,83,1974,OR,Adam,Alvarez,1986
9840,1983/12/03,3,2018/05/29,73,1979,OR,John,Powers,1983
9843,1987/12/06,19,2018/06/18,79,1984,WV,John,Moore,1987
9844,1998/04/10,2,2018/06/20,41,1990,KY,Julia,Smith,1998
9859,1992/04/20,2,2018/12/02,65,1991,AR,Jennifer,Sanford,1992
9861,1988/11/16,2,2018/05/13,59,1975,OR,Kelli,Roberts,1988
9870,1995/02/06,1,2018/06/23,31,1971,AR,Tracy,Mclaughlin,1995
9895,1985/10/07,7,2018/02/08,79,1970,VT,Alexandria,Wagner,1985
9900,1997/06/10,20,2018/12/26,76,1987,CA,Rhonda,Jackson,1997
9901,1993/03/29,18,2018/04/08,58,1972,UT,Daniel,Miller,1993
9902,1990/05/17,4,2018/12/20,64,1983,UT,John,Shepherd,1990
9912,1990/07/01,0,2018/07/07,38,1980,ID,Ruben,Ruiz,1990
9916,1989/11/10,8,2018/03/04,59,1976,CO,Richard,Carter,1989
9917,1997/01/23,6,2018/02/15,31,1970,AL,Megan,Bird,1997
9920,1991/09/01,10,2018/03/28,73,1970,NJ,Scott,Watkins,1991
9921,1989/04/20,2,2018/08/06,74,1971,IN,Julie,Erickson,1989
9931,1997/01/03,17,2018/05/21,84,1978,FL,Nicole,Allen,1997
9943,1983/07/20,10,2018/08/09,87,1980,NJ,Jacob,Ramos,1983
9945,1998/02/25,6,2018/12/16,77,1988,MS,Keith,Butler,1998
9946,1997/04/21,3,2018/06/27,62,1995,TN,Lindsey,Hughes,1997
9949,1990/01/05,13,2018/08/01,40,1975,CO,Elizabeth,Rivera,1990
9951,1989/05/05,9,2018/04/06,75,1973,AL,Eric,Richardson,1989
9956,1996/12/06,12,2018/03/25,85,1975,MI,Christopher,Romero,1996
9975,1989/07/20,3,2018/11/18,81,1985,LA,Carl,Smith,1989
9979,1989/05/06,3,2018/12/05,42,1970,KY,Ana,Zuniga,1989
9981,1993/03/29,2,2018/10/19,49,1991,FL,Matthew,Frazier,1993
9986,1997/05/10,20,2018/04/10,92,1990,TX,Shawn,Dean,1997
9987,1992/11/14,19,2018/12/23,50,1974,DC,Jacqueline,Bray,1992
9989,1992/11/23,8,2018/07/06,84,1982,MT,Michael,Ramirez,1992
9991,1996/04/28,1,2018/11/10,62,1995,NJ,Tracy,Alvarez,1996
9992,1993/02/26,7,2018/05/25,59,1981,OH,Michelle,Perez,1993
9996,1993/09/12,4,2018/09/05,99,1983,OH,Kristie,Collins,1993
9999,1980/07/02,16,2018/12/23,87,1973,MD,Alexander,Reyes,1980
10008,1998/03/31,10,2018/07/18,97,1979,NJ,Kristen,Higgins,1998
10010,1996/05/18,3,2018/03/31,73,1973,NJ,Kelly,Hayden,1996
10011,1989/06/05,4,2018/05/11,86,1986,NC,Christina,Warren,1989
10013,1982/10/09,16,2018/02/03,61,1981,OK,Matthew,Cabrera,1982
10014,1986/12/11,7,2018/09/30,36,1973,OH,Pamela,Golden,1986
10015,1998/11/13,16,2018/07/26,70,1981,TN,Erika,Cole,1998
10018,1990/05/23,15,2018/07/12,91,1982,AL,Richard,Thompson,1990
10030,1993/01/30,19,2018/03/05,71,1970,LA,Kimberly,Perez,1993
10035,1998/04/02,9,2018/07/17,58,1986,ID,Francisco,Young,1998
10047,1992/01/27,12,2018/04/23,77,1986,NC,William,May,1992
10050,1980/08/21,14,2019/01/05,47,1972,MT,Danielle,Walter,1980
10052,1976/05/15,9,2018/08/05,34,1974,LA,Arthur,Harris,1976
10053,1981/06/05,1,2018/08/13,97,1976,AK,Heather,Dillon,1981
10054,1989/05/12,3,2018/09/12,64,1981,SD,Richard,Reese,1989
10056,1993/01/26,2,2018/11/10,88,1971,IL,Christina,Young,1993
10057,1978/10/30,17,2018/04/23,76,1971,NE,Jeffrey,Young,1978
10059,1975/06/03,18,2018/08/26,30,1970,RI,Cynthia,Campbell,1975
10071,1979/01/04,8,2018/06/10,98,1973,WV,Kelly,Carney,1979
10073,1982/03/02,17,2018/02/16,30,1979,DE,Zachary,Smith,1982
10074,1991/09/21,8,2018/11/05,38,1978,DC,Kevin,Johnston,1991
10085,1990/01/17,17,2018/03/09,90,1973,WA,Deborah,Mayo,1990
10092,1987/01/10,10,2018/12/29,36,1971,CT,Jeremy,Gomez,1987
10093,1994/12/07,12,2018/11/25,60,1984,MI,Todd,Perez,1994
10099,1997/01/18,10,2018/10/16,73,1994,MN,Jesus,Cunningham,1997
10105,1997/10/03,5,2018/07/29,79,1991,ME,Andrea,Hanson,1997
10107,1997/06/10,18,2018/08/25,87,1985,MT,Jennifer,Horne,1997
10108,1989/07/09,5,2018/02/20,36,1988,KY,Dawn,Morgan,1989
10111,1996/11/18,5,2018/05/09,64,1974,MN,Rebecca,Wilson,1996
10118,1996/05/15,0,2018/01/09,31,1986,CT,Tyler,Estes,1996
10127,1998/08/27,3,2018/06/22,97,1973,MI,Jeremy,Goodman,1998
10128,1980/02/11,16,2018/12/02,37,1977,OH,Karen,Parker,1980
10130,1996/12/01,14,2018/11/21,40,1972,CT,Michael,Gray,1996
10133,1979/12/12,1,2018/05/24,46,1976,KS,Logan,Green,1979
10144,1997/09/21,14,2018/05/12,63,1981,NC,Steven,Brown,1997
10146,1989/02/21,12,2018/05/07,93,1983,AK,Denise,Harper,1989
10147,1984/03/23,18,2018/05/30,57,1975,GA,Charles,Stevens,1984
10149,1981/01/13,6,2018/12/26,72,1975,HI,Jared,Berry,1981
10154,1995/09/06,6,2018/01/15,32,1970,WV,Melissa,Carter,1995
10158,1994/06/02,4,2018/07/02,44,1971,UT,Bradley,Morgan,1994
10159,1996/10/16,1,2018/10/03,60,1990,GA,Michael,Frye,1996
10173,1979/11/15,11,2018/11/26,96,1971,DE,Scott,Tucker,1979
10176,1986/12/28,13,2018/02/23,81,1985,TN,Brooke,Davis,1986
10177,1971/10/08,18,2018/08/25,91,1970,NV,Kevin,Marshall,1971
10188,1997/01/20,17,2018/09/06,75,1995,CA,Jennifer,Johnson,1997
10190,1993/09/29,10,2018/10/28,51,1977,TN,Michael,Scott,1993
10192,1995/03/08,15,2018/08/11,78,1988,OK,Elizabeth,Robertson,1995
10202,1983/09/28,15,2018/03/10,83,1982,OH,Amy,Brown,1983
10207,1994/03/11,12,2019/01/02,79,1983,SC,Samantha,Rowe,1994
10214,1993/05/31,12,2018/08/31,76,1987,WY,Michael,Davis,1993
10220,1978/11/23,16,2018/03/22,48,1973,MD,Tracy,Mckay,1978
10239,1997/12/01,4,2018/12/24,83,1977,MO,Justin,Bell,1997
10244,1994/07/12,16,2018/11/18,46,1992,TN,Angela,Gross,1994
10251,1996/06/22,5,2018/09/23,35,1994,IA,Joseph,Brown,1996
10256,1991/02/09,8,2018/06/29,84,1975,HI,Lindsey,Holder,1991
10260,1985/09/09,17,2018/06/06,67,1982,VA,Kelsey,Patel,1985
10266,1996/01/28,12,2018/07/29,49,1980,IN,Krystal,Salazar,1996
10267,1988/02/24,12,2018/01/18,95,1974,WY,Brittany,Brown,1988
10270,1980/05/11,15,2018/03/09,53,1972,NY,Gina,Miller,1980
10275,1991/06/10,6,2018/12/05,37,1979,AK,Daniel,Gill,1991
10280,1987/12/02,17,2018/09/08,40,1976,MO,Kelly,Ward,1987
10283,1978/08/12,9,2018/03/05,87,1976,MI,Carol,Freeman,1978
10290,1972/12/13,4,2018/05/24,90,1971,WA,Matthew,Perkins,1972
10295,1984/12/22,13,2018/03/11,77,1970,MS,Jonathan,Moody,1984
10298,1984/08/10,10,2018/02/14,50,1975,OK,Hannah,Kennedy,1984
10300,1982/03/26,11,2018/04/26,70,1981,NM,Taylor,Summers,1982
10305,1990/11/23,9,2018/03/02,39,1981,VT,Marcus,Reed,1990
10309,1997/12/19,5,2019/01/09,45,1995,NM,Meghan,Hensley,1997
10314,1988/07/10,8,2018/05/02,74,1975,GA,Cindy,Marquez,1988
10330,1985/02/12,6,2018/01/09,43,1971,KY,Heather,Hernandez,1985
10331,1993/03/30,19,2018/07/31,95,1971,ND,Daniel,Gray,1993
10332,1981/09/21,12,2018/04/24,39,1979,MD,Angela,Martinez,1981
10334,1986/11/09,14,2018/03/06,89,1978,NM,Carolyn,Hawkins,1986
10341,1981/01/02,9,2018/11/18,30,1970,IL,Yolanda,Edwards,1981
10343,1995/11/14,6,2019/01/07,41,1980,NE,David,Walters,1995
10345,1997/03/10,14,2018/03/23,96,1978,SC,Dominique,Chen,1997
10359,1998/01/05,20,2018/07/25,84,1996,ID,Patricia,Smith,1998
10361,1994/07/12,8,2018/05/31,76,1986,NE,Garrett,Newman,1994
10369,1982/04/29,0,2018/02/24,58,1977,TN,Christopher,Hernandez,1982
10378,1992/06/13,11,2018/07/10,64,1976,IL,Thomas,Wallace,1992
10384,1993/05/20,1,2018/11/12,68,1989,HI,Craig,Thomas,1993
10387,1991/02/28,19,2018/11/04,94,1978,NH,Brenda,Ramirez,1991
10392,1991/11/10,3,2018/05/13,95,1990,NV,Matthew,Gibson,1991
10396,1993/06/14,20,2018/05/29,54,1985,VA,Barbara,Cook,1993
10408,1994/01/14,16,2018/06/28,90,1978,RI,Michele,Jones,1994
10424,1988/05/07,16,2018/03/29,72,1983,UT,Kimberly,Goodwin,1988
10430,1990/01/06,0,2018/11/22,49,1987,SD,Natalie,Carlson,1990
10431,1994/09/18,3,2018/03/12,52,1982,DE,Teresa,Oliver,1994
10434,1997/04/17,15,2018/02/26,37,1971,NC,Teresa,Green,1997
10435,1975/04/23,10,2018/08/25,36,1974,RI,Mark,Warren,1975
10447,1990/09/19,14,2018/06/15,96,1982,VA,Gregory,Martinez,1990
10453,1998/08/29,3,2018/03/23,86,1991,MN,Kimberly,Carr,1998
10463,1982/02/13,15,2018/01/25,51,1970,WV,Carol,Glover,1982
10465,1979/08/21,3,2018/01/27,65,1973,VA,Amy,Nguyen,1979
10469,1989/03/14,15,2018/06/15,71,1980,UT,Mario,Long,1989
10470,1992/07/09,18,2018/02/23,70,1983,HI,Daniel,Villegas,1992
10472,1998/05/31,6,2018/04/07,52,1974,LA,Jessica,Scott,1998
10474,1977/06/13,12,2018/12/31,90,1973,ME,Ashley,Lopez,1977
10486,1992/04/28,7,2018/09/09,67,1978,IA,Wayne,Young,1992
10488,1997/01/17,8,2018/03/11,71,1980,OR,Miguel,Mcguire,1997
10491,1987/05/18,3,2018/09/05,41,1978,MD,Richard,Frazier,1987
10503,1972/12/14,13,2018/07/18,53,1971,MT,Charles,Thomas,1972
10505,1986/01/13,5,2018/05/22,77,1979,SC,Renee,Wolf,1986
10508,1996/09/07,20,2018/05/06,97,1995,PA,Donna,Berry,1996
10510,1985/02/18,0,2018/12/26,43,1971,TX,Julie,Jordan,1985
10513,1979/01/03,11,2018/09/21,91,1977,WV,Jesse,Turner,1979
10518,1991/02/20,1,2019/01/04,57,1981,CA,Matthew,Price,1991
10521,1978/02/21,7,2018/05/26,89,1971,NC,Amanda,Nelson,1978
10530,1990/01/23,3,2018/08/10,37,1979,ND,Dustin,Roberts,1990
10548,1994/02/24,19,2018/04/02,34,1993,MT,Maria,Gill,1994
10549,1981/06/12,11,2018/12/08,48,1980,UT,James,Williams,1981
10551,1985/05/12,19,2018/12/13,69,1978,VT,Glenn,Anderson,1985
10553,1980/08/28,8,2018/12/02,77,1970,RI,Terri,Payne,1980
10554,1993/09/17,2,2018/02/20,90,1978,SC,Kara,Roberts,1993
10563,1984/06/15,11,2018/12/24,61,1977,IL,Charles,Daniels,1984
10579,1996/06/17,14,2019/01/07,86,1973,MD,Derek,Brooks,1996
10580,1997/01/13,2,2018/09/19,31,1978,AL,James,Vazquez,1997
10591,1984/03/02,0,2018/01/19,78,1976,UT,Carol,Baker,1984
10596,1983/10/28,13,2018/03/09,76,1973,WI,David,Harris,1983
10602,1984/11/18,11,2018/05/01,90,1976,PA,Daniel,Craig,1984
10603,1998/04/05,14,2019/01/04,35,1987,SC,Joanna,Bauer,1998
10606,1996/06/21,11,2018/05/04,71,1980,ND,Christina,Meyer,1996
10608,1995/10/21,2,2018/08/26,91,1979,WA,Andrea,Grant,1995
10609,1997/01/27,13,2018/09/20,53,1987,NJ,Tracy,Nelson,1997
10617,1981/02/20,0,2018/09/24,83,1973,WA,Laura,Young,1981
10618,1984/09/30,7,2018/07/26,81,1972,MD,Brittany,Baldwin,1984
10628,1994/07/29,7,2018/02/27,33,1989,IA,James,Jenkins,1994
10630,1994/10/03,13,2018/12/23,49,1988,VA,Michael,Foley,1994
10632,1982/03/16,9,2018/12/11,36,1970,NV,Jennifer,Jenkins,1982
10640,1980/03/18,7,2018/10/28,80,1979,VA,Jonathan,Craig,1980
10644,1998/05/26,13,2018/10/14,31,1992,CA,Kelly,Bishop,1998
10651,1997/12/21,5,2018/08/30,95,1976,NV,Robert,Harris,1997
10664,1995/02/12,5,2018/06/10,59,1972,MO,Jason,Johnson,1995
10670,1987/06/08,4,2018/07/04,46,1977,NH,Shannon,Williams,1987
10678,1984/06/14,10,2018/02/25,54,1982,OK,Alison,Long,1984
10680,1984/12/25,0,2018/02/09,52,1981,NJ,Wesley,Barnett,1984
10682,1997/08/17,4,2018/02/19,59,1990,CO,Belinda,Garrison,1997
10684,1981/10/17,15,2018/02/01,56,1972,DC,Natalie,Baker,1981
10686,1978/05/27,17,2018/04/05,43,1976,NY,William,Woods,1978
10694,1998/06/06,18,2018/06/05,98,1987,NM,Tanya,Rose,1998
10705,1996/07/09,13,2018/02/08,37,1988,DC,Amber,Williams,1996
10706,1986/01/04,13,2018/12/22,75,1981,VA,Lisa,Johnson,1986
10707,1992/03/10,10,2018/06/29,83,1987,TX,Victoria,Reyes,1992
10708,1979/06/08,9,2018/11/29,91,1974,AZ,David,Hurst,1979
10712,1988/01/29,4,2018/12/01,46,1982,SC,David,Johnson,1988
10715,1993/05/04,10,2018/05/04,69,1972,NV,Chad,Stewart,1993
10718,1982/12/11,9,2018/09/13,98,1976,VA,Aaron,Johnson,1982
10720,1993/01/19,10,2018/01/14,46,1991,WV,Brenda,Gordon,1993
10721,1989/01/24,4,2018/07/28,34,1974,NC,Yesenia,Nelson,1989
10723,1993/04/20,0,2018/02/04,96,1979,UT,Joseph,Sampson,1993
10728,1994/09/10,19,2018/12/11,75,1979,IA,Andrew,Mercado,1994
10736,1977/11/19,17,2018/09/27,60,1970,AR,Angela,Butler,1977
10737,1982/04/08,18,2018/08/26,88,1978,MT,Cynthia,Bryant,1982
10739,1990/03/16,8,2018/01/23,84,1975,NE,Ruben,Le,1990
10741,1991/11/30,4,2018/09/13,87,1980,NY,Amy,Lucas,1991
10752,1982/10/03,7,2018/05/04,47,1979,VA,Patricia,Tyler,1982
10759,1979/05/21,18,2018/04/08,58,1977,MI,Kayla,Green,1979
10760,1984/08/18,7,2018/12/21,62,1971,NH,Steven,Maldonado,1984
10775,1987/10/17,16,2018/11/16,64,1983,NH,Deborah,King,1987
10779,1986/12/20,15,2018/04/12,86,1973,VT,Nicholas,White,1986
10783,1972/03/24,19,2018/12/01,76,1971,DE,Jeffrey,Spencer,1972
10789,1974/03/30,1,2018/05/20,72,1970,CT,Philip,Brooks,1974
10797,1994/08/29,17,2018/09/28,74,1971,MA,Mary,Wise,1994
10798,1985/06/18,20,2018/07/20,61,1974,MS,Melissa,Ashley,1985
10800,1981/11/19,10,2018/03/10,62,1971,GA,Nancy,Barr,1981
10801,1995/01/18,4,2018/12/11,94,1982,MO,Jennifer,Brady,1995
10802,1991/09/06,0,2018/12/10,60,1985,NE,William,Carroll,1991
10804,1981/07/14,5,2018/07/04,90,1978,KS,Michael,Benton,1981
10816,1988/07/15,10,2018/08/19,56,1977,MA,Rodney,Harmon,1988
10822,1971/03/13,10,2018/06/02,76,1970,HI,Mary,Cantrell,1971
10823,1994/11/27,3,2018/04/27,47,1987,KS,April,Phillips,1994
10834,1997/06/18,20,2018/10/25,31,1988,NM,Lauren,Lawrence,1997
10837,1977/02/08,0,2018/03/02,50,1975,DC,Lisa,Noble,1977
10842,1994/09/12,12,2018/04/14,79,1970,KY,Nicholas,Proctor,1994
10845,1984/06/27,14,2018/05/13,30,1975,SC,Gloria,Mcgrath,1984
10848,1977/11/21,20,2018/09/29,33,1975,CT,Joseph,Jarvis,1977
10849,1976/07/24,1,2018/06/02,75,1975,NC,Cynthia,Rodriguez,1976
10850,1981/09/22,17,2018/05/25,30,1972,NC,Sarah,Berry,1981
10851,1981/07/05,13,2018/04/08,61,1979,SD,Selena,Gregory,1981
10858,1982/05/06,16,2018/12/22,66,1978,NY,Eric,Grant,1982
10861,1980/12/09,17,2018/06/21,89,1974,CT,Robert,Arnold,1980
10866,1980/12/28,5,2018/07/21,56,1977,OH,Eric,Moore,1980
10868,1998/05/12,0,2018/07/26,73,1985,LA,Terri,Roach,1998
10872,1990/02/21,14,2018/02/21,65,1987,VA,Sarah,Barr,1990
10896,1985/03/15,6,2018/07/16,62,1981,NE,Katherine,Leach,1985
10906,1998/07/10,20,2018/12/09,74,1988,AZ,Warren,Thompson,1998
10907,1985/05/20,0,2018/04/18,49,1974,MI,Alexander,James,1985
10910,1988/09/30,3,2018/10/06,42,1976,OR,Timothy,Lowery,1988
10915,1990/01/27,2,2018/03/11,38,1977,DC,Lisa,Montes,1990
10918,1979/02/01,13,2018/11/12,57,1978,MN,Billy,Diaz,1979
10925,1992/10/03,17,2018/04/22,72,1984,NE,Charles,Burke,1992
10937,1998/01/15,16,2018/10/23,93,1989,WY,Paula,Holloway,1998
10949,1988/06/24,5,2018/10/27,90,1983,OK,Donna,Martinez,1988
10953,1986/01/12,13,2018/05/09,87,1972,LA,James,Jones,1986
10954,1993/10/16,7,2018/02/17,47,1987,IL,Adam,Owen,1993
10957,1989/01/27,19,2018/06/08,87,1981,OK,Allison,Bates,1989
10959,1994/11/30,17,2018/04/07,51,1993,RI,Lisa,Stark,1994
10963,1984/07/26,19,2018/07/11,33,1979,KS,Barbara,Ramos,1984
10971,1992/01/31,13,2018/05/21,87,1988,OH,Elizabeth,Hernandez,1992
10976,1986/12/06,2,2018/10/28,93,1976,OK,Andrew,Morgan,1986
10978,1992/10/08,6,2018/08/28,63,1987,NC,Joshua,Camacho,1992
10980,1984/02/09,13,2018/06/24,65,1979,SC,Gregory,Lara,1984
10985,1992/09/14,8,2018/04/29,76,1982,WY,Mary,Hebert,1992
10989,1982/12/21,14,2018/07/27,67,1974,WV,Robert,Adams,1982
10993,1987/09/03,16,2018/07/11,70,1970,FL,Amy,Washington,1987
10997,1989/12/19,2,2018/08/07,93,1984,ME,Susan,Payne,1989
11002,1998/07/30,8,2018/12/01,82,1979,SC,Rachel,Martin,1998
11007,1991/03/05,7,2018/03/27,79,1970,AL,Monique,Poole,1991
11008,1993/09/04,13,2018/07/18,52,1992,MS,Kelli,Thomas,1993
11011,1988/09/06,11,2018/06/21,60,1981,CA,Jacqueline,Nelson,1988
11014,1997/12/11,19,2018/02/16,32,1995,AR,Ashley,Choi,1997
11021,1990/04/13,0,2018/06/29,47,1970,VA,Molly,Conway,1990
11026,1987/04/21,15,2018/02/17,75,1970,TX,Mitchell,Sanders,1987
11030,1977/07/26,3,2018/10/04,52,1970,RI,Amber,Payne,1977
11035,1982/11/27,19,2018/11/23,36,1976,HI,Darlene,Wilson,1982
11037,1981/08/07,1,2018/01/16,31,1972,GA,Jeremy,Thomas,1981
11040,1993/08/09,4,2019/01/07,31,1982,OH,Micheal,Carter,1993
11044,1995/06/16,12,2018/05/26,62,1982,KS,Gina,Kelly,1995
11050,1987/01/15,3,2018/04/25,60,1984,MI,David,Foster,1987
11053,1997/07/13,8,2018/12/30,66,1994,KS,April,Allen,1997
11055,1990/03/15,14,2018/12/08,46,1988,VA,Jeffrey,Schultz,1990
11058,1988/12/15,5,2018/04/08,43,1975,VT,Maria,Harding,1988
11061,1986/04/13,12,2018/06/26,92,1982,ME,Kathryn,Case,1986
11068,1979/05/31,9,2018/08/20,89,1976,IA,Rhonda,Clark,1979
11071,1989/03/29,5,2018/09/26,54,1977,SC,Calvin,Johnson,1989
